university,year,citations,primary_topic,title,openalex_id
성균관대(삼성서울),2025,1,Genomics and Rare Diseases,Applying National Whole-genome Sequencing Findings for Rare Diseases in Clinical Practice: The Imperative of a Multidisciplinary Approach,https://openalex.org/W4414295513
성균관대(삼성서울),2025,0,Cutaneous lymphoproliferative disorders research,Mediastinal Lymphadenopathy Mimicking Relapse of Subcutaneous Panniculitis-Like T-Cell Lymphoma: A Final Diagnosis of Tuberculosis,https://openalex.org/W4415607042
성균관대(삼성서울),2025,0,Hereditary Neurological Disorders,Frequent De Novo Mutations in Korean Patients With Charcot–Marie–Tooth Disease,https://openalex.org/W4416329514
성균관대(삼성서울),2025,0,Histiocytic Disorders and Treatments,"Rosai–Dorfman Disease, Presenting as a Mass in the Trachea: A Case Report",https://openalex.org/W4416815808
성균관대(삼성서울),2025,0,Genetic and Kidney Cyst Diseases,Introduction to Renal Cysts and Cystic Diseases,https://openalex.org/W4417289264
성균관대(삼성서울),2025,0,Kawasaki Disease and Coronary Complications,Atypical Manifestation of Kawasaki Disease Presenting as Acalculous Cholecystitis,https://openalex.org/W7120194656
성균관대(삼성서울),2025,0,Genomics and Rare Diseases,Kabuki Syndrome Presenting with Congenital Hyperinsulinemic Hypoglycemia: The First Neonatal Case Reports in Korea,https://openalex.org/W7123339794
성균관대(삼성서울),2025,0,Genomics and Rare Diseases,"Identification of KIF11 Pathogenic Variant in a Korean Patient with Microcephaly, Lymphedema, Chorioretinal Dysplasia Syndrome",https://openalex.org/W4408857301
성균관대(삼성서울),2024,14,Sarcoma Diagnosis and Treatment,A Diagnostic and Therapeutic Dilemma: Giant Multifocal Retroperitoneal Dedifferentiated Liposarcoma with Dual Heterologous Components,https://openalex.org/W4414765006
성균관대(삼성서울),2024,6,Genomics and Rare Diseases,Diagnostic Utility of Whole Genome Sequencing After Negative Karyotyping/Chromosomal Microarray in Infants Born With Multiple Congenital Anomalies,https://openalex.org/W4401346120
성균관대(삼성서울),2024,5,Genomics and Rare Diseases,Low-level brain somatic mutations in exonic regions are collectively implicated in autism with germline mutations in autism risk genes,https://openalex.org/W4401235681
성균관대(삼성서울),2024,5,Genomics and Rare Diseases,Implementing genomic medicine in clinical practice for adults with undiagnosed rare diseases,https://openalex.org/W4404797642
성균관대(삼성서울),2024,3,Genomics and Rare Diseases,Clinical and molecular characteristics of Korean patients with Kabuki syndrome,https://openalex.org/W4399264593
성균관대(삼성서울),2024,2,Histiocytic Disorders and Treatments,Clinical Characteristics and Outcomes in Patients With Localized Gastric Langerhans Cell Histiocytosis: A Case Series,https://openalex.org/W4399503499
성균관대(삼성서울),2024,0,Genomics and Rare Diseases,Genomic Medicine in Clinical Practice for Adults: A Comprehensive Analysis of a Prospective Cohort with Undiagnosed Rare Diseases,https://openalex.org/W4396620494
성균관대(삼성서울),2023,20,Genomics and Rare Diseases,Genetic Diagnosis of Children With Neurodevelopmental Disorders Using Whole Genome Sequencing,https://openalex.org/W4386570083
성균관대(삼성서울),2023,13,Genomics and Rare Diseases,Experience of reassessing FBN1 variants of uncertain significance by gene-specific guidelines,https://openalex.org/W4385709279
성균관대(삼성서울),2023,9,Genomics and Rare Diseases,"Detecting Low-Variant Allele Frequency Mosaic Pathogenic Variants of NF1, TSC2, and AKT3 Genes from Blood in Patients with Neurodevelopmental Disorders",https://openalex.org/W4366754866
성균관대(삼성서울),2023,4,Genomics and Rare Diseases,Systematic analysis of Mendelian disease-associated gene variants reveals new classes of cancer-predisposing genes,https://openalex.org/W4390176032
성균관대(삼성서울),2023,3,Genomics and Rare Diseases,Optimal Protocols and Management of Clinical and Genomic Data Collection to Assist in the Early Diagnosis and Treatment of Multiple Congenital Anomalies,https://openalex.org/W4387498355
성균관대(삼성서울),2023,1,Genomics and Rare Diseases,Comprehensive profiling of mutational signatures and machine learning and subtypes of homologous recombination deficiency.,https://openalex.org/W4379285515
성균관대(삼성서울),2023,0,Genomics and Rare Diseases,Optimal Protocols of Clinical and Genomic Data Collection for Prevention and Management of Congenital Anomalies,https://openalex.org/W4386056049
성균관대(삼성서울),2023,0,Genetic and rare skin diseases.,Incontinentia Pigmenti,https://openalex.org/W4389925073
성균관대(삼성서울),2023,0,Genetic and rare skin diseases.,Coats-Krankheit,https://openalex.org/W4389925290
성균관대(삼성서울),2022,61,Genomics and Rare Diseases,A database of 5305 healthy Korean individuals reveals genetic and clinical implications for an East Asian population,https://openalex.org/W4307922464
성균관대(삼성서울),2022,2,Abdominal vascular conditions and treatments,Median arcuate ligamentum syndrome: Four case reports,https://openalex.org/W4212806501
성균관대(삼성서울),2022,1,IgG4-Related and Inflammatory Diseases,A Case of IgG4-Related Pseudotumor in Larynx,https://openalex.org/W4292996524
성균관대(삼성서울),2022,1,Genetic and rare skin diseases.,Recurrent Type B Pigmentary Demarcation Lines in Pregnancy: A Case Report,https://openalex.org/W4292683925
성균관대(삼성서울),2022,1,Genomics and Rare Diseases,Network analysis for estimating standardization trends in genomics using MEDLINE,https://openalex.org/W4303045064
성균관대(삼성서울),2022,0,Antifungal resistance and susceptibility,A Case of a 16-Year-Old Patient With Chronic Invasive Aspergillosis in the Trachea Treated With Segmental Tracheal Resection and Cricotracheal Anastomosis,https://openalex.org/W4224989409
성균관대(삼성서울),2022,0,Cancer Genomics and Diagnostics,Systematic analysis of disease-linked rare germline variants reveals new classes of cancer predisposing genes,https://openalex.org/W4393890651
성균관대(삼성서울),2021,15,Genomics and Rare Diseases,Identification of a novel KAT6A variant in an infant presenting with facial dysmorphism and developmental delay: a case report and literature review,https://openalex.org/W4200358814
성균관대(삼성서울),2021,12,Genomics and Rare Diseases,"Rare, Damaging DNA Variants in CORIN and Risk of Coronary Artery Disease: Insights From Functional Genomics and Large-Scale Sequencing Analyses",https://openalex.org/W3204774689
성균관대(삼성서울),2021,10,Genomics and Rare Diseases,Fast Healthcare Interoperability Resources (FHIR)–Based Quality Information Exchange for Clinical Next-Generation Sequencing Genomic Testing: Implementation Study,https://openalex.org/W3145356118
성균관대(삼성서울),2021,9,Genomics and Rare Diseases,Variations in Nomenclature of Clinical Variants between Annotation Tools,https://openalex.org/W3203572587
성균관대(삼성서울),2021,7,Kawasaki Disease and Coronary Complications,Identification of rare coding variants associated with Kawasaki disease by whole exome sequencing,https://openalex.org/W4206482621
성균관대(삼성서울),2021,4,Histiocytic Disorders and Treatments,A Case of Nasal Cavity and Laryngeal Involvement of Rosai–Dorfman Disease,https://openalex.org/W3216940524
성균관대(삼성서울),2021,4,Genomics and Rare Diseases,"Genetic pleiotropy of ERCC6 loss‐of‐function and deleterious missense variants links retinal dystrophy, arrhythmia, and immunodeficiency in diverse ancestries",https://openalex.org/W3160647417
성균관대(삼성서울),2021,2,Genomics and Rare Diseases,A Case of Next-generation Sequencing Gene Testing: Points to be Considered in Testing and Reporting,https://openalex.org/W3206077943
성균관대(삼성서울),2021,0,Genomics and Rare Diseases,Clinical Interpretation Challenges of Germline-Shared Somatic Variants in Cancer,https://openalex.org/W3173344811
성균관대(삼성서울),2020,176,Genomics and Rare Diseases,"Diagnostic yield and clinical utility of whole exome sequencing using an automated variant prioritization system, EVIDENCE",https://openalex.org/W3086776939
성균관대(삼성서울),2020,26,Genomics and Rare Diseases,Determining the best candidates for next‐generation sequencing‐based gene panel for evaluation of early‐onset epilepsy,https://openalex.org/W3040254839
성균관대(삼성서울),2020,19,Genomics and Rare Diseases,Two Novel Mutations of ANKRD11 Gene and Wide Clinical Spectrum in KBG Syndrome: Case Reports and Literature Review,https://openalex.org/W3106472719
성균관대(삼성서울),2020,18,Genomics and Rare Diseases,Clinical Genomic Sequencing Reports in Electronic Health Record Systems Based on International Standards: Implementation Study,https://openalex.org/W3033701936
성균관대(삼성서울),2020,11,Body Contouring and Surgery,A case report of Madelung’s disease,https://openalex.org/W3096960904
성균관대(삼성서울),2020,6,Genomics and Rare Diseases,Quantitative and Qualitative QC of Next-Generation Sequencing for Detecting Somatic Variants: An Example of Detecting Clonal Hematopoiesis of Indeterminate Potential,https://openalex.org/W3025566072
성균관대(삼성서울),2020,2,Genomics and Rare Diseases,Next-Generation Sequencing–Based Cancer Panel Data Conversion Using International Standards to Implement a Clinical Next-Generation Sequencing Research System: Single-Institution Study,https://openalex.org/W3004640216
성균관대(삼성서울),2020,1,Genetic and rare skin diseases.,Two Cases of Multiple Epidermolytic Acanthomas Mimicking Verruca Vulgaris,https://openalex.org/W3101570896
성균관대(삼성서울),2020,0,Vascular Tumors and Angiosarcomas,A Case of Kimura’s Disease Without Eosinophilia,https://openalex.org/W3031160381
성균관대(삼성서울),2020,0,Genomics and Rare Diseases,"High Diagnostic Yield and Clinical Utility of Whole Exome Sequencing Using an Automated Variant Prioriti S Ation System, EVIDENCE, for Patients with Suspected Genetic Disorders",https://openalex.org/W3098558938
성균관대(삼성서울),2019,36,Genomics and Rare Diseases,Genomic Common Data Model for Seamless Interoperation of Biomedical Data in Clinical Practice: Retrospective Study,https://openalex.org/W2915954436
성균관대(삼성서울),2019,13,Genomics and Rare Diseases,Hereditary platelet function disorder from RASGRP2 gene mutations encoding CalDAG-GEFI identified by whole-exome sequencing in a Korean woman with severe bleeding,https://openalex.org/W2922311520
성균관대(삼성서울),2019,5,Genomics and Rare Diseases,Pilot study of EVIDENCE: High diagnostic yield and clinical utility of whole exome sequencing using an automated interpretation system for patients with suspected genetic disorders,https://openalex.org/W3105752759
성균관대(삼성서울),2019,1,Coronary Artery Anomalies,Sinus of Valsalva aneurysm after blunt chest trauma with complicated perforation by infective endocarditis,https://openalex.org/W2955662547
성균관대(삼성서울),2019,1,Genetic and rare skin diseases.,Incontinentia Pigmenti,https://openalex.org/W4251980061
성균관대(삼성서울),2019,0,Genomics and Rare Diseases,[Genomic medicine in primary care].,https://openalex.org/W3025308066
성균관대(삼성서울),2019,0,Genetic and rare skin diseases.,Coats Disease,https://openalex.org/W4254860272
성균관대(삼성서울),2019,0,Genomics and Rare Diseases,Clinical Genomic Sequencing Reports in Electronic Health Record Systems Based on International Standards: Implementation Study (Preprint),https://openalex.org/W4255113378
성균관대(삼성서울),2018,42,Genomics and Rare Diseases,Principles of Genetic Counseling in the Era of Next-Generation Sequencing,https://openalex.org/W2795620804
성균관대(삼성서울),2018,31,Genetic and rare skin diseases.,Ptosis in childhood,https://openalex.org/W2967443806
성균관대(삼성서울),2018,14,Genomics and Rare Diseases,A New Integrated Newborn Screening Workflow Can Provide a Shortcut to Differential Diagnosis and Confirmation of Inherited Metabolic Diseases,https://openalex.org/W2805066158
성균관대(삼성서울),2018,9,Soft tissue tumor case studies,A Case Report of the Intravascular Fasciitis of a Neck Vein Mimicking Intravascular Tumorous Conditions,https://openalex.org/W2900745648
성균관대(삼성서울),2017,365,Genomics and Rare Diseases,Human knockouts and phenotypic analysis in a cohort with a high rate of consanguinity,https://openalex.org/W2605659507
성균관대(삼성서울),2017,11,Genetic and rare skin diseases.,Clinicopathologic characteristics of early‐onset Becker's nevus in Korean children and adolescents,https://openalex.org/W2766146916
성균관대(삼성서울),2016,10439,Genomics and Rare Diseases,"Analysis of protein-coding genetic variation in 60,706 humans",https://openalex.org/W2256016639
성균관대(삼성서울),2016,55,Abdominal vascular conditions and treatments,Current Understandings of Spontaneous Isolated Superior Mesenteric Artery Dissection,https://openalex.org/W2470540962
성균관대(삼성서울),2016,8,Genomics and Rare Diseases,Kabuki Syndrome with Cleft Palate,https://openalex.org/W2525450887
성균관대(삼성서울),2016,6,Biochemical and Molecular Research,Congenital insensitivity to pain and anhydrosis due to a rare mutation and that is complicated by inflammatory bowel disease and amyloidosis: a case report,https://openalex.org/W2518661703
성균관대(삼성서울),2016,1,Genomics and Rare Diseases,Response to Biesecker,https://openalex.org/W2327617189
성균관대(삼성서울),2016,0,Genomics and Rare Diseases,Directly converted iNeuron as a screening model for pathogenic variants,https://openalex.org/W2567029861
성균관대(삼성서울),2015,144,Genomics and Rare Diseases,"Analysis of protein-coding genetic variation in 60,706 humans",https://openalex.org/W2950257119
성균관대(삼성서울),2015,52,Genomics and Rare Diseases,Frequency and spectrum of actionable pathogenic secondary findings in 196 Korean exomes,https://openalex.org/W1979312562
성균관대(삼성서울),2015,19,"Pneumothorax, Barotrauma, Emphysema",Spontaneous Pneumomediastinum: A Rare Disease Associated with Chest Pain in Adolescents,https://openalex.org/W1911422514
성균관대(삼성서울),2015,16,Glycogen Storage Diseases and Myoclonus,Application of whole exome sequencing to a rare inherited metabolic disease with neurological and gastrointestinal manifestations: A congenital disorder of glycosylation mimicking glycogen storage disease,https://openalex.org/W2094752966
성균관대(삼성서울),2015,4,Genetic and rare skin diseases.,A Case of Solitary Porokeratosis Mimicking Circumscribed Palmar Hypokeratosis,https://openalex.org/W1992798653
성균관대(삼성서울),2015,1,Neonatal Respiratory Health Research,Pulmonary alveolar proteinosis in a 15-year-old girl,https://openalex.org/W2161426717
성균관대(삼성서울),2014,26,IgG4-Related and Inflammatory Diseases,A Case Report of IgG4-Related Disease Clinically Mimicking Pleural Mesothelioma,https://openalex.org/W2135081845
성균관대(삼성서울),2014,23,Genomics and Rare Diseases,Comprehensive Analysis to Improve the Validation Rate for Single Nucleotide Variants Detected by Next-Generation Sequencing,https://openalex.org/W2088075909
성균관대(삼성서울),2014,13,Tuberous Sclerosis Complex Research,Extrapulmonary Lymphangioleiomyoma: Clinicopathological Analysis of 4 Cases,https://openalex.org/W2036753697
성균관대(삼성서울),2014,6,Genomics and Rare Diseases,The genomic architecture of the PROS1 gene underlying large tandem duplication mutation that causes thrombophilia from hereditary protein S deficiency,https://openalex.org/W2011096597
성균관대(삼성서울),2014,4,Genetic and rare skin diseases.,Identification of Somatic KRAS Mutation in a Korean Baby with Nevus Sebaceus Syndrome,https://openalex.org/W2164211200
성균관대(삼성서울),2013,10,Genomics and Rare Diseases,A novelMLL2gene mutation in a Korean patient with Kabuki syndrome,https://openalex.org/W2134675124
성균관대(삼성서울),2013,0,Genetic and rare skin diseases.,Spontaneous Unilateral Earlobe Keloid,https://openalex.org/W1983916821
성균관대(삼성서울),2013,0,Genetic and rare skin diseases.,Epidermal Nevus Syndrome Associated with Ipsilateral Monostotic Fibrous Dysplasia: An Uncommon Skeletal Abnormality.,https://openalex.org/W2588919271
성균관대(삼성서울),2012,11,Histiocytic Disorders and Treatments,Solitary Langerhans cell histiocytosis arising from sternum: a case report,https://openalex.org/W1971281466
성균관대(삼성서울),2011,44,Sarcoma Diagnosis and Treatment,Reconstructive challenge of dermatofibrosarcoma protuberans in the female breast,https://openalex.org/W2065185051
성균관대(삼성서울),2011,8,Genetic and rare skin diseases.,Sexual precocity in hypomelanosis of Ito: mosaicism‐associated case report and literature review,https://openalex.org/W1922409915
성균관대(삼성서울),2010,12,Genetic and rare skin diseases.,Lichen striatus in an adult treated by a short course of low‐dose systemic corticosteroid,https://openalex.org/W1507422068
성균관대(삼성서울),2010,8,Genetic and rare skin diseases.,The Common NF-κB Essential Modulator (NEMO) Gene Rearrangement in Korean Patients with Incontinentia Pigmenti,https://openalex.org/W2142058147
성균관대(삼성서울),2010,2,Vascular Malformations and Hemangiomas,A Case of Tracheal Capillary Hemangioma in an Adult,https://openalex.org/W1992377568
연세대,2025,4,Genomics and Rare Diseases,Accurate detection of somatic single-nucleotide variants from bulk RNA-seq data using RNA-MosaicHunter,https://openalex.org/W7119885985
연세대,2025,2,Genomics and Rare Diseases,Genome Sequencing of Rare Disease Patients Through the Korean Regional Rare Disease Diagnostic Support Program,https://openalex.org/W4408327431
연세대,2025,1,Genomics and Rare Diseases,Applying National Whole-genome Sequencing Findings for Rare Diseases in Clinical Practice: The Imperative of a Multidisciplinary Approach,https://openalex.org/W4414295513
연세대,2025,0,"Amyloidosis: Diagnosis, Treatment, Outcomes",#511 A case of MPO-ANCA positive dense deposit disease (DDD) with normal C3 levels presenting with end-stage renal disease (ESRD) at admission,https://openalex.org/W4415435351
연세대,2025,0,Histiocytic Disorders and Treatments,Erdheim-Chester Disease Mimicking a Malignant Pituitary Stalk Tumor With Ventricular Dissemination: A Case Report,https://openalex.org/W4416059595
연세대,2025,0,Genomics and Rare Diseases,P235: Exploring precision medicine through genome sequencing for patients suspected of rare genetic disorders,https://openalex.org/W4408532267
연세대,2025,0,Genomics and Rare Diseases,Investigating the utility of large language models for image-based rare disease phenotyping,https://openalex.org/W4411853481
연세대,2025,0,Genomics and Rare Diseases,"Clinical implementation of a multidisciplinary pipeline for genome sequencing in rare diseases: A prospective, multicenter, observational cohort study",https://openalex.org/W4412185237
연세대,2025,0,Genomics and Rare Diseases,Varaser : Genetic individual identification free from direct raw data sharing,https://openalex.org/W4417018836
연세대,2024,17,Genomics and Rare Diseases,Somatic variant analysis of resected brain tissue in epilepsy surgery patients,https://openalex.org/W4403782732
연세대,2024,11,Genomics and Rare Diseases,Clinician-Driven Reanalysis of Exome Sequencing Data From Patients With Inherited Retinal Diseases,https://openalex.org/W4399210631
연세대,2024,7,Genomics and Rare Diseases,Dental Treatment Patterns in Pediatric Patients with Rare Diseases: A Retrospective Analysis at Yonsei University Dental Hospital,https://openalex.org/W4404685847
연세대,2024,5,Genomics and Rare Diseases,Low-level brain somatic mutations in exonic regions are collectively implicated in autism with germline mutations in autism risk genes,https://openalex.org/W4401235681
연세대,2024,5,Genomics and Rare Diseases,Implementing genomic medicine in clinical practice for adults with undiagnosed rare diseases,https://openalex.org/W4404797642
연세대,2024,2,Genomics and Rare Diseases,Digital Phenotyping of Rare Endocrine Diseases Across International Data Networks and the Effect of Granularity of Original Vocabulary,https://openalex.org/W4405019259
연세대,2024,1,Genetic and rare skin diseases.,Distinct signatures of cutaneous microbiome associated with disease severity in Hailey–Hailey disease,https://openalex.org/W4401103302
연세대,2023,9,Genomics and Rare Diseases,"Detecting Low-Variant Allele Frequency Mosaic Pathogenic Variants of NF1, TSC2, and AKT3 Genes from Blood in Patients with Neurodevelopmental Disorders",https://openalex.org/W4366754866
연세대,2023,8,Genomics and Rare Diseases,Genotypes and phenotypes ofDNM1encephalopathy,https://openalex.org/W4378672786
연세대,2023,7,Genomics and Rare Diseases,Prioritization of research engaged with rare disease stakeholders: a systematic review and thematic analysis,https://openalex.org/W4388941267
연세대,2023,1,Genomics and Rare Diseases,Corrigendum: Long-term outcome of Bartter syndrome in 54 patients: a multicenter study in Korea,https://openalex.org/W4378908496
연세대,2023,1,Genomics and Rare Diseases,Prioritization of Research Engaged with Rare Disease Stakeholders: A Systematic Review and Thematic Analysis,https://openalex.org/W4379015977
연세대,2023,0,Genomics and Rare Diseases,The Role of Medical Technologists in Next-Generation Sequencing and Clinical Genetic Tests,https://openalex.org/W4387112075
연세대,2022,61,Genomics and Rare Diseases,A database of 5305 healthy Korean individuals reveals genetic and clinical implications for an East Asian population,https://openalex.org/W4307922464
연세대,2022,22,Genomics and Rare Diseases,Copy‐number analysis by base‐level normalization: An intuitive visualization tool for evaluating copy number variations,https://openalex.org/W4296935333
연세대,2022,5,Genomics and Rare Diseases,PhenGenVar: A User-Friendly Genetic Variant Detection and Visualization Tool for Precision Medicine,https://openalex.org/W4282045563
연세대,2022,3,Genomics and Rare Diseases,Asymmetric Contribution of Blastomere Lineages of First Division of the Zygote to Entire Human Body Using Post-Zygotic Variants,https://openalex.org/W4224279657
연세대,2022,2,Genetic and rare skin diseases.,Nevus Comedonicus Syndrome Associated with Psychiatric Disorder,https://openalex.org/W4210680124
연세대,2022,1,Genomics and Rare Diseases,Copy-number Analysis by Base-level Normalization (CABANA): An Intuitive Visualization Tool for Confirming True Copy Number Variations,https://openalex.org/W4210408153
연세대,2021,3,Genomics and Rare Diseases,Sharing genetic variants with the NGS pipeline is essential for effective genomic data sharing and reproducibility in health information exchange,https://openalex.org/W3125755750
연세대,2021,1,Genetic and rare skin diseases.,Comprehensive Treatment of a Skeletal Class III Growing Patient with Alveolar Bone Hypertrophy in the Anterior Mandible Associated with Becker’s Nevus Syndrome: A Case Report,https://openalex.org/W3123653131
연세대,2021,0,Cervical and Thoracic Myelopathy,Tapia Syndrome after Cervical Laminoplasty: A Case Report and Literature Review,https://openalex.org/W3209847873
연세대,2020,20,Genomics and Rare Diseases,Genetic diagnosis and clinical characteristics by etiological classification in early-onset epileptic encephalopathy with burst suppression pattern,https://openalex.org/W3013775038
연세대,2020,18,Genomics and Rare Diseases,Reanalysis of Genomic Sequencing Results in a Clinical Laboratory: Advantages and Limitations,https://openalex.org/W3037306000
연세대,2020,4,Genomics and Rare Diseases,Genomic Landscape and Mutational Spectrum of ADAMTS Family Genes in Mendelian Disorders Based on Gene Evidence Review for Variant Interpretation,https://openalex.org/W3011370572
연세대,2020,2,Osteomyelitis and Bone Disorders Research,A rare case of chronic nonbacterial osteomyelitis of the mandible in a young adult male,https://openalex.org/W3014667572
연세대,2019,165,Genomics and Rare Diseases,Brain somatic mutations observed in Alzheimer’s disease associated with aging and dysregulation of tau phosphorylation,https://openalex.org/W2960481741
연세대,2019,142,Genomics and Rare Diseases,Precise detection of low-level somatic mutation in resected epilepsy brain tissue,https://openalex.org/W2966760373
연세대,2019,36,Genomics and Rare Diseases,Genomic Common Data Model for Seamless Interoperation of Biomedical Data in Clinical Practice: Retrospective Study,https://openalex.org/W2915954436
연세대,2019,33,Genomics and Rare Diseases,Proband-Only Clinical Exome Sequencing for Neurodevelopmental Disabilities,https://openalex.org/W2917885502
연세대,2019,10,Genomics and Rare Diseases,BAMixChecker: an automated checkup tool for matched sample pairs in NGS cohort,https://openalex.org/W2949526693
연세대,2019,5,Genetic and rare skin diseases.,A Somatic p.Phe29del Mutation of Connexin 26 (GJB2) Manifesting as Acantholytic Dyskeratotic Epidermal Nevus,https://openalex.org/W2923049255
연세대,2018,100,Genomics and Rare Diseases,Targeted gene panel and genotype-phenotype correlation in children with developmental and epileptic encephalopathy,https://openalex.org/W2790051543
연세대,2018,82,Genomics and Rare Diseases,Brain somatic mutations in SLC35A2 cause intractable epilepsy with aberrant N-glycosylation,https://openalex.org/W2902245576
연세대,2018,14,Genomics and Rare Diseases,A New Integrated Newborn Screening Workflow Can Provide a Shortcut to Differential Diagnosis and Confirmation of Inherited Metabolic Diseases,https://openalex.org/W2805066158
연세대,2018,10,Neurofibromatosis and Schwannoma Cases,Successful Surgical Treatment of a Recurrent Esophageal Malignant Gastrointestinal Neuroectodermal Tumor,https://openalex.org/W2796115162
연세대,2018,0,Genomics and Rare Diseases,Personalized diagnosis and management of inherited pediatric ophthalmic diseases by Next-Generation Sequencing,https://openalex.org/W2934305308
연세대,2017,21,Genomics and Rare Diseases,Prevalence of Rare Genetic Variations and Their Implications in NGS-data Interpretation,https://openalex.org/W2749221838
연세대,2017,11,Genetic and rare skin diseases.,Clinicopathologic characteristics of early‐onset Becker's nevus in Korean children and adolescents,https://openalex.org/W2766146916
연세대,2017,6,Genetic and rare skin diseases.,Almost Unilateral Focal Dermal Hypoplasia,https://openalex.org/W2588232919
연세대,2017,3,Genomics and Rare Diseases,AIRVF: a filtering toolbox for precise variant calling in Ion Torrent sequencing,https://openalex.org/W2767957235
연세대,2017,2,Genetic and rare skin diseases.,Porokeratosis Ptychotropica Coexisting with Tinea Corporis,https://openalex.org/W2725496657
연세대,2017,2,Genetic and rare skin diseases.,Circumscribed palmoplantar hypokeratosis: successful treatment with the 10 600‐nm carbon dioxide fractional laser,https://openalex.org/W2613738222
연세대,2017,1,Genetic and rare skin diseases.,Eruptive multiple seborrheic keratoses with a palm tree‐like pattern without underlying malignancy,https://openalex.org/W2766898870
연세대,2016,43,Genetic and rare skin diseases.,Slitrk Missense Mutations Associated with Neuropsychiatric Disorders Distinctively Impair Slitrk Trafficking and Synapse Formation,https://openalex.org/W2537421021
연세대,2016,28,Genomics and Rare Diseases,Discovery of pathogenic variants in a large Korean cohort of inherited muscular disorders,https://openalex.org/W2475950948
연세대,2016,1,Genomics and Rare Diseases,Rare high-impact disease variants: properties and identifications,https://openalex.org/W2306199496
연세대,2016,1,Genetic and rare skin diseases.,Well-circumscribed erythematous depressed annular patches on palm,https://openalex.org/W2530896900
연세대,2015,331,Genomics and Rare Diseases,Systematic comparison of variant calling pipelines using gold standard personal exome variants,https://openalex.org/W2190569576
연세대,2015,20,Genomics and Rare Diseases,Identification of genomic features in the classification of loss- and gain-of-function mutation,https://openalex.org/W1924609655
연세대,2015,6,Vascular Malformations and Hemangiomas,A Successfully Treated Case of Gorham-Stout Syndrome with Sternal Involvement,https://openalex.org/W2090176007
연세대,2015,6,Genetic and rare skin diseases.,Nevus lipomatosus superficialis associated with deep penetrating nevus,https://openalex.org/W1582630867
연세대,2014,0,Renal Diseases and Glomerulopathies,Portal Vein Thrombosis in Minimal Change Disease,https://openalex.org/W2099821187
연세대,2014,0,Genetic and rare skin diseases.,Localized Darier’s Disease Mimicking Lichen Simplex Chronicus on the Back,https://openalex.org/W2908506845
연세대,2013,13,Genetic and rare skin diseases.,Verruciform xanthoma of the palatal gingiva: a report of two cases,https://openalex.org/W2004638377
연세대,2013,5,Genetic and rare skin diseases.,Sebaceous Hyperplasia Effectively Improved by the Pin-Hole Technique with Squeezing,https://openalex.org/W2006106932
연세대,2013,2,Genetic and rare skin diseases.,Cockarde (Target-Like Lesion) Seborrheic Keratosis: An Unusual Clinical Pattern,https://openalex.org/W2083705112
연세대,2012,6,Genetic and rare skin diseases.,Linear milia en plaque on the central face: An acquired skin rash following Blaschko’s lines?,https://openalex.org/W1959861876
연세대,2012,2,Actinomycetales infections and treatment,A Rare Case of Pericardial Actinomycosis,https://openalex.org/W1976208195
연세대,2012,2,Genetic and rare skin diseases.,PHACE syndrome associated with club foot and thumb‐in‐palm deformity,https://openalex.org/W1569327371
연세대,2012,1,Genetic and rare skin diseases.,An Acquired Anemic Patch Developed after a Cyst Excision: Is It a Variant of Nevus Anemicus?,https://openalex.org/W2048228811
연세대,2012,0,Genetic and rare skin diseases.,An acquired anemic patch developed after a cyst excision: is it a variant of nevus anemicus?,https://openalex.org/W3175664829
연세대,2011,24,Genetic and rare skin diseases.,Exclusive facial porokeratosis: Histopathologically showing follicular cornoid lamellae,https://openalex.org/W2144249499
연세대,2011,13,Genetic and rare skin diseases.,"Letter: Treatment of Lipomas Using a Subdermal 1,444-nm Micropulsed Neodymium-Doped Yttrium Aluminum Garnet Laser",https://openalex.org/W2066854057
연세대,2011,9,Genetic and rare skin diseases.,Nevus Sebaceous Accompanying Secondary Neoplasms and Unique Histopathologic Findings,https://openalex.org/W2096909292
연세대,2011,8,Genetic and rare skin diseases.,Sexual precocity in hypomelanosis of Ito: mosaicism‐associated case report and literature review,https://openalex.org/W1922409915
연세대,2011,6,Genetic and rare skin diseases.,Ultrastructural features of nevus comedonicus,https://openalex.org/W1791791635
연세대,2011,1,Diagnosis and treatment of tuberculosis,A case of mass-forming splenic tuberculosis: MRI findings with emphasis of diffusion-weighted imaging characteristics,https://openalex.org/W2997203628
연세대,2010,13,Renal and related cancers,A Case of Embryonal Sarcoma of the Liver Mimicking a Hydatid Cyst in an Adult,https://openalex.org/W2052747955
연세대,2010,9,Genetic and rare skin diseases.,Limbal Stem Cell Transplantation for Limbal Dermoid,https://openalex.org/W2003919815
연세대,2010,4,Genetic and rare skin diseases.,Variant of phacomatosis pigmentokeratotica,https://openalex.org/W1604847370
연세대,2010,3,Genetic and rare skin diseases.,Grover’s disease associated with pregnancy,https://openalex.org/W1987901707
연세대,2010,1,Lymphadenopathy Diagnosis and Analysis,A Case Report of Kikuchi-Fujimoto Disease with Immune Thrombocytopenic Purpura,https://openalex.org/W2153931161
가톨릭대,2025,7,Genomics and Rare Diseases,Evaluation of false positive and false negative errors in targeted next generation sequencing,https://openalex.org/W4416856451
가톨릭대,2025,1,Biosimilars and Bioanalytical Methods,Carbamazepine-induced pure red cell aplasia in an elderly patient with ESKD on hemodialysis: a case report,https://openalex.org/W4416777808
